image_path,class_name,crop,disease,temperature_c,humidity_pct,disease_percentage
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/87cfe0ca-e9cc-4a35-a01e-ffe71eab482c___GCREC_Bact.Sp 6133.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,20.67276245,87.19940308,11.55083285
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/9a9e2a16-a9b3-44b9-8de8-be36b76b03ee___GCREC_Bact.Sp 5549.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,22.48702002,86.26326517,8.872434813
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/970fcaf8-57a8-4219-810b-291ef0283e7a___UF.GRC_BS_Lab Leaf 9285.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,25.88160056,99.27320878,9.176145828
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/744d7841-7130-4c98-b20f-0f6581115783___GCREC_Bact.Sp 5618.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,23.71321827,87.13046287,15.45457367
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/55ab0db9-5d18-4634-ab2a-db1a2c3f4299___UF.GRC_BS_Lab Leaf 1032.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,24.55314091,96.16751769,19.87560193
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/bab7f756-d2e7-483e-8155-2bead1b5f4ce___GCREC_Bact.Sp 6313.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,24.97644809,96.54526897,12.52023935
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/841ea726-5c4a-4447-9f56-0eda38f002d2___GCREC_Bact.Sp 3388.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,23.72873903,81.35693199,5.863702878
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/ecc30297-bfb6-4e9e-8b3e-f29ca20cffa7___UF.GRC_BS_Lab Leaf 8904.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,29.14763135,86.87105012,17.67307574
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/1a50d84b-c015-45ea-a041-500d5adcc339___UF.GRC_BS_Lab Leaf 8773.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,21.6991875,95.82309039,18.30999738
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/8491569f-a7d8-453c-86ae-c2accdc964c9___GCREC_Bact.Sp 5943.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,27.54087642,86.61117355,11.51194782
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/f073c2a6-ac26-49d4-a76d-049abbdb2cfa___GCREC_Bact.Sp 3067.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,28.21954053,83.26714806,11.70548639
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/e4404de4-7958-4e77-a7ed-664dd0d7f2c9___GCREC_Bact.Sp 5906.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,24.02139414,94.8612123,19.43299722
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/0c9b7dd9-a0c7-4b6e-bb4d-b2e3cab833d0___GCREC_Bact.Sp 6081.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,23.25572398,94.26077476,22.54641027
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/4d036bc9-ce94-4da8-af1b-564b2846fbf8___GCREC_Bact.Sp 5789.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,27.22281293,88.64493153,16.16477957
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/d917a80d-e9b2-4c64-85ba-60014b11c757___GCREC_Bact.Sp 3588.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,22.47334237,83.58938161,8.254021448
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/bba175d5-0107-4ea9-b485-00d169678afd___GCREC_Bact.Sp 6380.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,22.64601534,98.30944473,13.91337995
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/4e726fa5-592c-4e69-a29e-4fc466d82597___GCREC_Bact.Sp 3377.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,20.95519617,87.23426773,16.45323289
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/6e66897f-e901-41e2-990b-54f8117b792e___GCREC_Bact.Sp 5761.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,21.32993829,86.91241811,11.53408167
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/f2862b49-bab8-4d3e-abc3-0816c0f0010e___GCREC_Bact.Sp 6311.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,26.68228671,94.55163413,16.30241423
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/b77be1e3-a6c2-44a9-848c-409fbf071e2c___GCREC_Bact.Sp 3824.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,23.56625518,84.6914897,7.746153846
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/8ea20132-2bfb-4beb-bda6-88f1f4bb8936___GCREC_Bact.Sp 3103.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,24.35037891,87.63822738,15.70748472
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/3a8cc574-c2a6-4663-b1a0-7fa54b2b987d___GCREC_Bact.Sp 6358.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,25.73256762,92.05844658,4.902253643
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/a7869065-f57e-42ba-aa3e-133fa45a7479___UF.GRC_BS_Lab Leaf 0827.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,28.98866831,84.62730764,23.22298494
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/3f34d522-9184-4f1e-bfd9-93d0cb571a7d___GCREC_Bact.Sp 3069.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,25.09544621,96.71256933,11.19444104
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/3dd61e20-fb5a-486e-b579-763312c9cf27___GCREC_Bact.Sp 3116.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,27.9452247,85.17355589,9.352362751
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/8b1a6730-4e10-4864-bdfb-4f454f7ef87c___GCREC_Bact.Sp 3132.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,21.09320885,95.44979456,10.19365038
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/88cb990c-385b-4d79-89f4-f1a8698a2845___GCREC_Bact.Sp 5576.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,29.04948603,97.45750341,24.52402227
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/a346d735-b67a-4838-b6b2-917e896fbd62___GCREC_Bact.Sp 2996.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,26.48128865,92.90631533,11.56993579
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/9920ea08-d9d7-464c-addb-c6ecebddf420___GCREC_Bact.Sp 5880.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,24.17750147,94.53331903,10.30975631
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/16912266-6a1b-426c-9e58-2f0ff1a4e35a___UF.GRC_BS_Lab Leaf 8673.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,25.72988911,81.21629404,7.447876676
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/b174fcf1-c7be-4819-8c91-4b3897b92297___GCREC_Bact.Sp 3195.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,29.78229923,88.35812729,16.61512211
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/e7545c08-3299-4f70-b9bb-3fb57c539f5d___UF.GRC_BS_Lab Leaf 9162.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,28.03461765,81.08582264,13.54709935
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/9e7f767c-fdc0-4b28-9195-43ee57f8ecb1___GCREC_Bact.Sp 3356.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,27.0660042,99.57461346,11.80193137
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/edcbb73e-46f6-4798-bcdd-7c4477b6b9cf___GCREC_Bact.Sp 3214.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,27.6325407,80.97347105,17.57503826
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/a036424b-a20f-438b-895d-3d6cd284822c___GCREC_Bact.Sp 5644.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,23.59699768,85.44734671,24.06950309
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/a0be793f-3831-4101-9142-69986edb313e___UF.GRC_BS_Lab Leaf 0801.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,24.01865856,93.22386265,9.585548838
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/776ec720-7e48-4952-b3a4-d2a7b4d7d5f7___GCREC_Bact.Sp 5946.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,27.42040859,80.47622886,11.035499
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/7e423f77-2947-4e4e-9777-17a780996d39___GCREC_Bact.Sp 5600.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,28.94470994,84.47282051,11.7399218
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/6131cc64-b00a-4610-a1e1-a97e8db9a352___GCREC_Bact.Sp 6053.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,27.54294024,98.57764391,12.34127441
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/3fd9d993-1ce7-4958-903a-ae99de1d5ad7___GCREC_Bact.Sp 5988.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,23.70951031,83.19561727,13.11821733
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/a37c30d3-2d4a-49f0-af5b-5ddc9c37baf8___GCREC_Bact.Sp 6038.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,29.02781129,91.90889222,12.14566522
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/3392b4ec-48ed-468b-9a33-c3c53ab2dfa4___GCREC_Bact.Sp 3291.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,22.06525772,90.32335783,18.99425979
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/ef20a397-2057-4f88-888b-9325bd16404a___GCREC_Bact.Sp 3280.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,27.97674688,80.81923882,12.37671212
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/158e6da7-6371-4575-b2e2-a42be9b0beed___GCREC_Bact.Sp 3042.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,29.99994668,87.80278518,9.876241406
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/d5bccd2c-7e11-4d61-98fb-581ca85e5f58___UF.GRC_BS_Lab Leaf 0391.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,24.29999323,87.41307787,16.37727273
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/9114dc96-caf5-4c80-970f-9ee7716894b9___UF.GRC_BS_Lab Leaf 0728.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,20.24599567,95.20611873,16.46058355
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/93fb2f61-879a-441a-a446-5789c81b4249___UF.GRC_BS_Lab Leaf 0432.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,24.77063652,86.83643694,22.56613103
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/7c8aaf34-cae5-4699-aba0-088002b7dd29___GCREC_Bact.Sp 6339.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,25.65921739,83.41556673,10.91325004
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/c7281266-81e4-4ef3-a601-7662898fe565___GCREC_Bact.Sp 3148.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,28.78299701,94.60455753,15.5256813
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/bb199ebe-f777-4760-adb1-368291627d3d___GCREC_Bact.Sp 5749.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,22.5639495,95.82211833,13.19549206
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/2279def6-9a9e-43cd-8f35-9111fa81ab13___GCREC_Bact.Sp 5952.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,29.77479499,83.91729559,8.86755704
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/759ba7d2-9535-45b5-a11d-935602edf6cd___GCREC_Bact.Sp 3314.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,23.00301597,94.56939976,12.59989621
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/7882b2d6-96d2-43db-968c-5790a9dddc18___GCREC_Bact.Sp 6280.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,21.43969069,82.7131455,14.63847449
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/5e85c3be-5568-4e7c-a09d-edcf1e525af5___GCREC_Bact.Sp 6235.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,25.55804342,97.97797849,12.57639023
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/3a08d08d-9820-492b-a99f-eb19147724b7___GCREC_Bact.Sp 3288.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,28.13599551,99.56165738,7.703089586
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/8282af2e-63e1-4522-afed-d9a5210d30ec___GCREC_Bact.Sp 5898.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,23.52576283,95.33651204,10.62461993
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/c9270cd9-e0ec-4aee-9411-a7977c2b9af8___GCREC_Bact.Sp 3706.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,29.83217407,92.12671241,12.63726184
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/d5701f4d-4aa3-4f95-ac7c-07f8747c1332___GCREC_Bact.Sp 6368.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,22.72705846,86.9962077,6.479139365
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/6bde0aa8-4093-4eb1-aa1e-049db77d16a2___UF.GRC_BS_Lab Leaf 8873.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,21.54529643,96.66800366,11.98654437
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/9ea77bf9-c078-4adf-9173-ca0dca15dabd___GCREC_Bact.Sp 6333.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,29.25367863,83.54266536,11.28361825
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/1f96aa30-b5fd-4730-a758-ca586cbcf59f___GCREC_Bact.Sp 3688.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,27.75822919,82.13552215,10.76543625
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/17bcc3fa-9905-4fcf-938b-c5e63e214718___GCREC_Bact.Sp 6329.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,23.08376538,82.71119223,17.40767804
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/c5133ab4-1715-4658-970e-e0e4ad42e10e___GCREC_Bact.Sp 3308.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,26.19521515,94.56287544,14.76973271
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/7b0955af-e428-4c82-9834-7158f6cf86db___UF.GRC_BS_Lab Leaf 0509.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,21.66306597,95.27657888,10.65178923
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/f92bb674-d3ff-480e-aa28-53d227491d95___GCREC_Bact.Sp 5949.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,27.27523871,93.46957433,6.465082292
/kaggle/input/plantdisease/PlantVillage/Tomato_Bacterial_spot/8e41531c-42e8-4a0d-b453-7aae50fdfe94___GCREC_Bact.Sp 3552.JPG,Tomato_Bacterial_spot,Tomato,bacterial spot,23.22059454,91.62982094,13.20908758
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/b3cb19d0-df9b-4705-ab26-40aafab8ecca___JR_B.Spot 3206.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,28.33189335,89.72933239,24.0268893
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/2edf5fe8-706b-4ce7-8b59-dc6bfa4b6b42___JR_B.Spot 8823.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,23.00345439,90.87960731,22.87533748
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/28462e1b-741c-4949-884f-e5c35375dab4___JR_B.Spot 3111.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,25.56526901,81.09092775,16.43994517
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/d976cf27-8d18-4ecf-9dd1-c462e807e9a3___NREC_B.Spot 9139.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,21.17959184,84.37893067,21.90172007
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/f3cc0f80-ee73-47d4-b084-fd811ebe0206___NREC_B.Spot 1917.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.62822874,98.15525276,16.61560742
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/afce5bf3-7e62-42f1-8d66-3d9b3e5e0dc1___NREC_B.Spot 9108.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,24.9119451,85.77706248,30.96417128
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/fc45e7eb-9b7f-43ae-a769-2b9ab7f85eee___JR_B.Spot 3106.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,21.29062083,91.53922492,15.70477248
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/884c2da1-3b43-46aa-85bb-0f72ed25c266___JR_B.Spot 8906.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,21.24394387,83.48340852,19.61197668
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/63c47e0e-b12a-4e10-953a-0dfed899991e___NREC_B.Spot 1918.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.65340078,91.00456779,18.15704883
